,Q_1,Q_2,Q_3,Q_4,Q_5,Q_LS
2018-11-08,0.41941843550662616,0.9364171786188277,0.7422921231517606,0.9787896745910947,1.0667250863403117,1.075896801811215
2018-11-09,0.41794824232996913,0.9356339555198235,0.7417262528835563,0.9785554313041813,1.0651615096815341,1.0780911372710509
2018-11-12,0.42981775318860715,0.9634963840633198,0.763965981843387,1.0077531816561522,1.0912012366545862,1.0738297286792757
2018-11-13,0.438956537047852,0.9838115665979936,0.778197199000614,1.0274047792645582,1.1098000781403712,1.0693007190236006
2018-11-14,0.4393995865748196,0.9836021662981259,0.7771293297834093,1.0268073136243203,1.110899921943564,1.0692811555301958
2018-11-15,0.4470557524358553,1.002867363116633,0.7919460526652357,1.0479145024869645,1.129304872829795,1.0683652641126575
2018-11-16,0.4524639691846356,1.0142672462582099,0.7986024482732421,1.0580184926481537,1.1393139836636146,1.0649098101088084
2018-11-19,0.4539249366276381,1.0205252277328412,0.802619602454917,1.062483490859373,1.1449004542855874,1.066692947359092
2018-11-20,0.4410979387553675,0.9927061152333903,0.7822091129845632,1.0365336113684804,1.1189285788196468,1.0726377749054934
2018-11-21,0.44399073945558076,1.000235272230558,0.7892042083186355,1.0468958526467673,1.1292431828228358,1.075491102940989
2018-11-22,0.4440869598231427,1.0010765846588965,0.7908843452671847,1.0489494406263484,1.1319222759250533,1.0778095936944063
2018-11-23,0.4225463281199758,0.9539343072111292,0.7557128225923061,1.0053643603560023,1.0940925505373442,1.094067980853797
2018-11-26,0.41850531441462857,0.9528785015061448,0.755572162621631,1.0034083588865028,1.0930240737382264,1.1034626262018876
2018-11-27,0.4207437232180863,0.9605192032810869,0.7622590234840926,1.0121157802672487,1.101346032932968,1.1059621042132783
2018-11-28,0.4239210014386115,0.9743253016903347,0.7719892707225382,1.0248405877017783,1.1132088156199198,1.109522850446844
2018-11-29,0.41183949959608274,0.9489078912199816,0.7535257448660335,1.0010088204936123,1.0933686188438494,1.121369102450287
2018-11-30,0.41297677778094816,0.9562702741564036,0.7591740829614511,1.0108116632792234,1.0997706421237585,1.1248384619296576
2018-12-03,0.4259065962826708,0.9875139066763232,0.7833866445695766,1.0428822720457633,1.12949482391917,1.1200227943675953
2018-12-04,0.4302429451508534,0.9969587378308217,0.7887976469108224,1.0517641075829345,1.1378832655995952,1.1169374281949505
2018-12-05,0.42660114031604585,0.9893291239588407,0.7831260997271494,1.0434426171817452,1.1317025192194161,1.120324806982785
2018-12-06,0.41753726962565063,0.9722498267323052,0.7697479174606593,1.0270254912675731,1.11779600568066,1.1303613205278946
2018-12-07,0.415269850809325,0.9753062948077462,0.772352520883929,1.02950624721697,1.1211271217998384,1.1398682624748013
2018-12-10,0.4090010510910846,0.9630197293838315,0.7621315072224227,1.0178972741570849,1.1111087522619776,1.14688956099045
2018-12-11,0.4132932074992988,0.9705954492643478,0.7683891934218879,1.027511482148979,1.1211686897527815,1.1452377188768421
2018-12-12,0.412583493043365,0.9699954312389601,0.7691613112264704,1.0299846282026117,1.1233831238582905,1.1494663146240955
2018-12-13,0.4151841476023205,0.9797115549906088,0.7761900995787856,1.0399734105704543,1.1317903580138102,1.1508232730856731
2018-12-14,0.4028194202432918,0.953328520820466,0.7568793351325328,1.0155794829675555,1.1111039351941208,1.1640619974759714
2018-12-17,0.40323118928302415,0.9539901674262368,0.7578000934652542,1.0167081195023464,1.111974802106936,1.1637844476543677
2018-12-18,0.4007067550347593,0.9461086517412673,0.7532737825044389,1.0118227095333734,1.1069019198187966,1.1657610953670174
2018-12-19,0.3957118767913061,0.9340896905206137,0.7440027252704534,1.0002213400626219,1.097563132760181,1.170457132585049
2018-12-20,0.3976501912962891,0.9384156588300526,0.7483032887356215,1.0059379127814922,1.1020758867500653,1.169536351164863
2018-12-21,0.3934520048312325,0.9332052417553919,0.7434113724079956,1.0015304766960702,1.0956301062503346,1.1750433744657605
2018-12-24,0.3948754311527716,0.9414513972874665,0.7515352062649088,1.0132781362230179,1.1052503234684574,1.1811098236182174
2018-12-25,0.39006284398510405,0.9300167410249891,0.7419148143962803,1.0033721086262954,1.097592699789577,1.1873215186200996
2018-12-26,0.38833508473446077,0.9286288427785828,0.741848647707731,1.0024887643584715,1.097959340139247,1.1929772992810619
2018-12-27,0.37964369019411154,0.9127859036945166,0.7310182913351032,0.9896243611258043,1.0869174662576273,1.2076800868122515
2018-12-28,0.37797380272849224,0.9129759359976858,0.7320865467955086,0.9930348800180694,1.090821883308737,1.2173303658909784
2019-01-02,0.3762478335997258,0.9109217900917422,0.73011312717884,0.9905624240986312,1.091312356018678,1.2234365051059477
2019-01-03,0.37167841512211547,0.9049231886266845,0.726797179173817,0.9883072128453629,1.090302495686196,1.2371626558612339
